,Template,Frequency,Class
2145,[N:1]>>Cl-c1:c:c:c:c:c:1-S(=O)(=O)-[N:1]_-1_0_0,1,2146
2146,[O:3]=[C:4]-[N:5]-[C:6]-[C:7]=[C:8]-[C:9]-[P:2]=[O:1]>>C-C-[O:1]-[P:2].[C:3]1-[C:4]=[C:5]-[C:6]-[N:7]-[C:8]=[O:9]-1_002000-10-2_000000000_000000000,1,2147
2147,[C:1]-[O:3]-[C:2]>>C-S-[C:1].C-C-O-[C:2](=[O:3])-C(=C-C=[N+](-C)-C)-N(-C)-C_0-30_000_000,1,2148
2148,[N:1]>>C-C-C-N1-C-C-N(-c2:c:c:c(-C(=O)-[N:1]):c:c:2)-C-C-1_-1_0_0,1,2149
2149,[O:1]>>O=C(-[O:1])-c1:c:c:c:c:n:1_-1_0_0,1,2150
2150,[O:3].[C:2]-[N:1]-[C:4]>>[N:1].[C:2]-[O:3].C-C(=O)-O-[C:4]_20-10_0000_0000,1,2151
2151,[O:1]-[P:3]=[O:2]>>[O:1].C-C-[O:2]-[P:3](=O)-C-c1:c:c:c(-N):c:c:1_10-1_000_000,1,2152
2152,[c:2].[C:1]>>[C:1]-O-[c:2]_-1-1_00_00,1,2153
2153,[O:2]-[P:1]=[O:3]>>C-C-O-C(-O-C-C)-[P:1](=[O:2])-[O:3]-C-C_-1-10_000_000,1,2154
2154,[C:1]>>N-C(=O)-N-N=[C:1]_-2_0_0,1,2155
2155,[c:1]-[C:2]=[O:3]>>[c:1].[C:2]-[O:3]-c1:c:c:c:c:c:1_120_000_000,1,2156
2156,[N:1]-[C:3]#[N:2]>>[N:1].C-[N:2](-[C:3])-C=O_103_000_000,1,2157
2157,[C:1]#[C:2]>>Cl-[C:1](-Cl)-[C:2]_02_00_00,1,2158
2158,[C:2]-[O:3]-[c:1]>>C-S(=O)-[c:1].C-S(=O)(=O)-c1:n:c:c:c(-c2:c:c:c(-S(=O)(=O)-N-C3-C-C-N(-C-c4:c:c:c:c(-C#N):c:4)-[C:2]-3=[O:3]):s:2):n:1_0-30_000_000,1,2159
2159,[O:1]=[C:2]-[C:3]>>C-C(-C)(-C)-[Si](-C)(-C)-[O:1]-[C:2]=[C:3]_00-1_000_000,1,2160
2160,[c:1]-[C:3]=[C:2]>>Br-[c:1].C-C-O-[C:2]-[C:3]_002_000_000,1,2161
2161,[N:1]-[C:2]-[C:3]>>[N:1].O1-[C:2]-[C:3]-1_10-1_000_000,1,2162
2162,[Cl:1]>>N-C(=N)-N-C-C(=O)-[Cl:1]_-1_0_0,1,2163
2163,[n:1].[n:2].[n:3].[n:4].[c:9]:[c:10].[c:11]:[c:12].[C:5]=[C:6].[C:7]=[C:8].[O:13]=[P:14]-[O:15]>>[n:1].[n:2].[n:3].[n:4].[c:5]:[c:6].[c:7]:[c:8].[C:9]=[C:10].[C:11]=[C:12].[O:13]-[P:14]=[O:15]_-1-1110000000010-1_000000000000000_000000000000000,1,2164
2164,[C:4]-[C:3]-[C:1]-[O:2]>>[C:1]=[O:2].[C:3]=[C:4]-c1:c:c:c:c:c:1_0-10-2_0000_0000,1,2165
2165,[C:1]-[C:3]#[N:2]>>O-[C:1].C-[N:2](-[C:3])-C=O_003_000_000,1,2166
2166,[Cl:1]>>O=C(-C-C-[Cl:1])-c1:c:c:c:c:c:1_-1_0_0,1,2167
2167,[n:1].[c:2]-[Cl:3]>>[n:1].O=[c:2].C-c1:c:c:c(-S(=O)(=O)-[Cl:3]):c:c:1_100_000_000,1,2168
2168,[C:1]-[O:3]-[C:2]>>O-[C:1].N-[C:2](=[O:3])-N-C-N=O_0-30_000_000,1,2169
2169,[c:1]>>N-C(=O)-C-[c:1]_-1_0_0,1,2170
2170,[N:1]=[C:2]>>C-c1:c:c:c:c:c:1-S(=O)(=O)-[N:1]-[C:2]_01_00_00,1,2171
2171,[N:1]>>[N:1]-S-C1-C-C-C-C-C-1_-1_0_0,1,2172
2172,[C:1]=[C:2]>>C-c1:c:c:c(-S(=O)-[C:1]-[C:2]):c:c:1_01_00_00,1,2173
2173,[N:1]>>C-C(-[N:1])-C(-O)=O_-1_0_0,1,2174
2174,[n:1]-[C:2]=[C:3]>>[n:1].Br-[C:2]-[C:3]-F_110_000_000,1,2175
2175,[n:1].[n:2].[N:3]-[C:4]>>[n:1].[n:2].[N:3].[C:4]-O-c1:c:c:c:c:c:1_-1110_0000_0000,1,2176
2176,[N:1]>>O=C(-[N:1])-c1:c:c:c(-N-c2:c:c:n:c3:c:c:c:c:c:2:3):c:c:1_-1_0_0,1,2177
2177,[C:1]=[S:2]>>C(-S-[C:1]-[S:2]-C-c1:c:c:c:c:c:1)-c1:c:c:c:c:c:1_00_00_00,1,2178
2178,[O:1]>>C-C-c1:c(-C-C(=O)-[O:1]):c2:c:c(-C):c:c:c:2:n:1-C-c1:c:c:c:c:c:1_-1_0_0,1,2179
2179,[N:1].[O:2]-[C:5]-[N:6]-[C:3]-[S:4]>>[N:1].[O:2].[C:3]=[S:4].[C:5]=[N:6]_-110000_-100100_000000,1,2180
2180,[C:1]-[C:3]=[O:2]>>O-[C:1].C-[O:2]-[C:3]=O_000_000_000,1,2181
2181,[C:1]-[C:3]=[O:2]>>[C:1].Cl-C(-Cl)-[O:2]-[C:3]_102_000_000,1,2182
2182,[N:1]-[C:3]=[O:2]>>[N:1].O-P(-O)-[O:2]-[C:3]_102_000_000,1,2183
2183,[O:1].[N:2]#[N:3]>>[O:1].[N:2].C-C(-C)-C-C-O-[N:3]=O_120_1-10_000,1,2184
2184,[C:1]>>C-[Si](-C)(-C)-C-C-[C:1]_-1_0_0,1,2185
2185,[c:1]>>[c:1]-c1:c:c:n:c:c:1_-1_0_0,1,2186
2186,[C:1].[C:2]-[C:3]=[C:4]>>[C:1]-[C:2].O=[C:3]-[C:4]_-1001_0000_0000,1,2187
2187,[n:1].[n:3].[c:2]-[N:4]>>[n:1].[c:2].[n:3].[N:4]_-1112_0001_0000,1,2188
2188,[C:2]-[C:1]=[O:3]>>C-[C:1]1-[C:2]-[O:3]-1_0-10_000_000,1,2189
2189,[N:2].[O:1]-[C:3]>>[O:1].[N:2].O-[C:3]_1-10_0-10_000,1,2190
2190,[C:1]>>C-C-C-C-C-C-C-C-C-C-C-C-C-C-C-C-C-C-[C:1]_-1_0_0,1,2191
2191,[O:1]>>C-C-O-C(=O)-C=C(-[O:1])-C(=O)-O-C-C_-1_0_0,1,2192
2192,[C:1]>>O=[C:1]-O-c1:c:c:c(-O-c2:c:c:c:c:c:2):c:c:1_-3_0_0,1,2193
2193,[n:2]:[c:1]-[S:4]=[O:3]>>O=[c:1]:[n:2].F-C(-F)(-F)-S(=O)(=O)-[O:3]-[S:4]=O_0100_0000_0000,1,2194
2194,[C:1]>>C-O-c1:c:c(-C=[C:1]):c:c:c:1-O_-2_0_0,1,2195
2195,[O:1]>>N-S(=O)(=O)-[O:1]_-1_0_0,1,2196
2196,[n:1]>>C-C(-C#N)=C1-c2:c:c:c:c:c:2-C-C-c2:c:c(-C-[n:1]):c:c:c:2-1_-1_0_0,1,2197
2197,[S:1].[O:2]-[C:3]>>[S:1].[O:2].F-[C:3]_110_-100_000,1,2198
2198,[N:1]>>C-[N:1]-S(-C)(=O)=O_-2_0_0,1,2199
2199,[c:1]-[C:3]#[N:2]>>Br-[c:1].C-N(-C)-P(=O)(-N(-C)-C)-[N:2](-C)-[C:3]_003_000_000,1,2200
2200,[O:1]>>C-C(-C)-[Si](-C-[O:1])(-C(-C)-C)-C(-C)-C_-1_0_0,1,2201
2201,[n:2].[n:1]-[C:3]=[N:4]>>[n:1].[n:2].S=[C:3]-[N:4]_0101_0000_0000,1,2202
2202,[O:1]-[C:4]-[C:3]=[C:2]>>[O:1].O-[C:2]-[C:3]=[C:4]_0000_-1000_0000,1,2203
2203,[C:1]=[C:2]>>O=[C:1]-[C:2]-[N+](=O)-[O-]_-10_00_00,1,2204
2204,[n:1].[n:3]:[c:2]-[C:4]>>[n:1].[c:2]:[n:3].C-c1:c:c:c(-S(=O)(=O)-[C:4]):c:c:1_-1110_0000_0000,1,2205
2205,[C:1]-[O:4]-[C:3]-[C:2]>>[C:1].C-[C:2]=[C:3].S=S(-[O-])(-[O-])=[O:4]_1-200_0000_0000,1,2206
2206,[C:1]-[P:3]=[O:2]>>Br-C-[C:1].C-C-[O:2]-[P:3]_000_000_000,1,2207
2207,[C:3]-[F:4].[C:1]=[C:2]>>O-[C:1]-[C:2]-[C:3].C-C-N(-C-C)-S(-F)(-F)-[F:4]_0000_0000_0000,1,2208
2208,[O:1]=[P:2]-[C:3]>>C-C(-C)-[O:1]-[P:2].C-O-C(=O)-O-[C:3]_000_000_000,1,2209
2209,[O:1].[S:2]=[O:3]>>[O:1].[S:2].O-[O:3]_-101_-100_000,1,2210
2210,[n:2].[n:1]-[C:3]-[O:4]>>[n:1].[n:2].[C:3]=[O:4]_010-1_0000_0000,1,2211
2211,[C:2]=[C:1]-[O:3]>>C-O-[C:1]-[C:2]-[O:3]_100_000_000,1,2212
2212,[C:2]-[C:3]=[O:1]>>O=C(-[O-])-[O:1].C-C-O-[C:2]=[C:3]_0-21_-100_000,1,2213
2213,[c:1]>>Br-C-C-C-[c:1]_-1_0_0,1,2214
2214,[O:1]>>O-C-C(-O)-C-[O:1]_-1_0_0,1,2215
2215,[N:1]>>C-[N:1]1-C-C-O-C-C-1_-2_1_0,1,2216
2216,[O:1]>>C-O-C(=O)-C-C-C(=O)-[O:1]_-1_0_0,1,2217
2217,[Cl:1]>>C-C-N=C1-S-C-C(-O)(-c2:c:c:c(-[Cl:1]):c(-S(=O)(=O)-N(-C)-C):c:2)-N-1-C-C_-1_0_0,1,2218
2218,[n:1]>>F-c1:c:c:c(-C-[n:1]):c:c:1-F_-1_0_0,1,2219
2219,[O:1].[N:2]-[N:3]>>[O:1].[N:2].[N:3]_-111_-100_000,1,2220
2220,[n:1].[n:2].[C:3]-[N:4]>>[n:1].[n:2].Cl-[C:3].[N:4]-C(-c1:c:c:c:c:c:1)(-c1:c:c:c:c:c:1)-c1:c:c:c:c:c:1_-1100_0000_0000,1,2221
2221,[O:1]>>N-c1:c:c:c(-[O:1]):c:c:1_-1_0_0,1,2222
2222,[N:2].[C:1]-[S:3]-[C:4]>>[C:1]-[N:2].[S:3]=[C:4]1-N-C-C-C-N-1_0-10-3_0000_0000,1,2223
2223,[N:1]>>Cl-c1:n:c:c:c:c:1-C(=O)-[N:1]_-1_0_0,1,2224
2224,[N:2].[C:1]-[O:3]>>[C:1]-[N:2].F-C(-F)(-F)-C(=[O:3])-N1-C2-C-C-C-1-C-C(-C1-c3:c:c:c:c:c:3-O-c3:c:c(-c4:[nH]:n:n:n:4):c:c:c:3-1)-C-2_0-1-1_000_000,1,2225
2225,[O:1]=[C:2]-[N:3]>>C-[O:1]-[C:2]=O.O=C(-[N:3])-O-C-c1:c:c:c:c:c:1_000_000_000,1,2226
2226,[Cl:1]>>[Cl:1]-c1:n:c:c:c:n:1_-1_0_0,1,2227
2227,[N:1]>>C-C(=O)-[N:1]-c1:c:c:n:c:c:1_-2_0_0,1,2228
2228,[O:1]>>[O:1]-c1:c:c:o:n:1_-1_0_0,1,2229
2229,[c:1]-[C:2]=[C:3]>>Br-[c:1].C-C-C-C-C(-C-C-C-C)=C(-[C:2]-[C:3]-C-C)-[Sn](-Cl)(-Cl)-Cl_010_000_000,1,2230
2230,[Cl:1]>>C-C(-C)(-N)-C-[Cl:1]_0_1_0,1,2231
2231,[N:2].[C:1]=[C:3]>>O-[C:1]-[N:2].[C:3]-[P+](-c1:c:c:c:c:c:1)(-c1:c:c:c:c:c:1)-c1:c:c:c:c:c:1_0-11_000_000,1,2232
2232,[N:3].[C:1]-[C:2]>>Br-[C:1].[C:2]-C-[N:3]_00-1_000_000,1,2233
2233,[C:1].[c:2]>>O=[C:1]-[c:2]_-3-1_00_00,1,2234
2234,[C:2]#[C:1]-[C:3]>>N-[C:1]-[C:2]-N.C-c1:c:c:c(-S(=O)(=O)-O-[C:3]):c:c:1_210_000_000,1,2235
2235,[N:1]>>F-C-C(-O)(-[N:1])-C(=O)-[O-]_-1_0_0,1,2236
2236,[S:3].[C:1]-[N:2]>>Cl-[C:1].[N:2]-C-[S:3]_00-1_000_000,1,2237
2237,[O:1]>>N#C-c1:c:c:c(-N-C-C-C-[O:1]):c:c:1_-1_0_0,1,2238
2238,[O:1]>>C-C(-C)(-C)-c1:c:c(-C-[O:1]):c:c(-C(-C)(-C)-C):c:1-O_-1_0_0,1,2239
2239,[N:1]>>Cl-c1:c:c:c:c(-Cl):c:1-C(=O)-[N:1]_-1_0_0,1,2240
2240,[O:2].[c:1]-[O:3]>>O-[c:1].O=S(-[O:2])-[O:3]_0-10_000_000,1,2241
2241,[N:1]>>C=C-C-C(-N-C(=O)-O-C-c1:c:c:c:c:c:1)-C(=O)-[N:1]_-1_0_0,1,2242
2242,[Ta:1]>>Cl-[Ta:1]-Cl_-3_0_0,1,2243
2243,[C:1]=[C:2]-[C:3]=[O:4]>>C-C-C-O-c1:c(-O):c:c(-C2-[C:1]-[C:2]-[C:3]-[O:4]-2):c:c:1-S(=O)(=O)-C-C(-C)=O_0110_0000_0000,1,2244
2244,[O:1]-[c:2]:[n:3]:[n:4]>>[O:1].O-[c:2]:[n:3]:[n:4]_101-1_0000_0000,1,2245
2245,[C:1]-[C:3]=[O:2]>>C-C-N(-C-C)-C-[C:1].C-C(-C)(-C)-[O:2]-[C:3]=O_000_000_000,1,2246
2246,[S:3].[O:1]-[C:2]>>[O:1].[C:2]-[S:3]_10-1_000_000,1,2247
2247,[n:1].[n:2].[c:3]-[N:4]>>[n:1].[n:2].Cl-[c:3].C-C(-C)(-C)-O-C(=O)-[N:4]_-1100_0000_0000,1,2248
2248,[C:1]=[C:2]>>C-O-P(=S)(-O-C)-S-[C:1]-[C:2]_01_00_00,1,2249
2249,[C:1]=[C:2]>>C-C(-C)(-C)-c1:c:c:c(-[C:1]-[C:2]):c:c:1_01_00_00,1,2250
2250,[C:1]-[N:2]>>F-[C:1]-[N:2]_-1-1_0-1_00,1,2251
2251,[N:1]>>C-N(-C)-C(=O)-[N:1]_-1_0_0,1,2252
2252,[C:3].[C:2]-[C:4]-[O:1]>>[O:1].Cl-[C:2].[C:3]-[C:4]_10-11_0000_0000,1,2253
2253,[N:1]>>C=C-C(=O)-[N:1]_-1_0_0,1,2254
2254,[n:1].[N:2]-[C:3]>>[n:1].[N:2].O-[C:3]_120_110_000,1,2255
2255,[n:1].[n:2].[C:3]=[C:4]>>[n:1].[n:2].O=[C:3].C-O-P(=O)(-[C:4])-O-C_-1101_0000_0000,1,2256
2256,[C:1]-[C:4]-[C:3]=[C:2]>>[C:1].C-S(=O)(=O)-O-[C:2]-[C:3]=[C:4]_1000_0000_0000,1,2257
2257,[O:1]>>C-C(-C)-[Si](-O)(-O-[Si](-[O:1])(-C(-C)-C)-C(-C)-C)-C(-C)-C_-1_0_0,1,2258
2258,[C:1]-[O:3]-[C:2]>>Br-C-C-O-[C:1].N-[C:2]=[O:3]_0-20_000_000,1,2259
2259,[Br:2].[Pd:1]>>[Pd:1].[Br:2]-C-C-C-C-c1:c:c:c:c:c:1_0-1_20_00,1,2260
2260,[O:1].[c:2]-[C:3]-[O:4]>>[O:1].[c:2].C-c1:c:c:c:c(-O):c:1-[C:3]-[O:4]_-110-1_-100-1_0000,1,2261
2261,[C:1]-[C:3]#[N:2]>>[C:1].C-C-[N:2](-C-C)-[C:3]-C_102_000_000,1,2262
2262,[N:1]>>C-C(-C)-[Si](-[N:1])(-C(-C)-C)-C(-C)-C_-1_0_0,1,2263
2263,[c:1]>>C-O-C(=O)-C(=O)-[c:1]_-1_0_0,1,2264
2264,[n:1]>>C-[Sn](-C)(-C)-[n:1]_-1_0_0,1,2265
2265,[O:2].[c:1]-[c:3]>>I-[c:1].O-B(-[O:2])-[c:3]_0-10_000_000,1,2266
2266,[O:2].[O:4].[C:1]-[O:5]-[C:3]>>[C:1]-[O:2].[C:3]-[O:4].C1-C-C-[O:5]-C-1_0-10-10_00000_00000,1,2267
2267,[N:1]>>C-c1:c:c:c:c(-C):c:1-C(=O)-[N:1]_-1_0_0,1,2268
2268,[N:1]>>C-C(-C)(-C)-C-C(=O)-O-[N:1]_-1_0_0,1,2269
2269,[n:1].[n:2].[O:3]-[c:4]>>[n:1].[n:2].[O:3].O=[N+](-[O-])-[c:4]_-1110_0000_0000,1,2270
2270,[n:1].[n:2].[c:3]-[C:4]>>[n:1].[n:2].Br-[c:3].[C:4]-O-n1:n:n:c2:c:c:c:c:c:2:1_-1100_0000_0000,1,2271
2271,[C:3]-[C:4](-[O:1])-[O:2]>>[O:1].[O:2].C-[Si](-C)(-C)-[C:3]#[C:4]_11-30_0000_0000,1,2272
2272,[n:1].[n:3].[N:2]-[C:5]-[N:4]>>[n:1].[N:2].[n:3].[N:4].[C:5](-n1:c:c:n:c:1)-n1:c:c:n:c:1_-11110_00000_00000,1,2273
2273,[n:1].[C:2]-[O:5]-[C:4]=[O:3]>>[n:1].Br-[C:2].[O:3]-[C:4]=[O:5]_10000_10-100_00000,1,2274
2274,[O:2].[O:1]=[C:3]-[N:4]>>C1-C-C-[O:1]-C-1.[O:2]-[C:3]=[N:4]_0-10-1_0000_0000,1,2275
2275,[O:1].[O:2].[N:3]=[C:4]>>[O:1].[O:2].[N:3].S=[C:4]_-1-120_-1-100_0000,1,2276
2276,[n:1].[n:2].[c:3]-[c:4]>>[n:1].[n:2].Br-[c:3].C-C-B(-[c:4])-C-C_-1100_0000_0000,1,2277
2277,[C:1]-[O:2]>>C-C-C-C-C-C-O-[C:1]=[O:2]_-2-1_00_00,1,2278
2278,[O:1]>>C-N1-C-C-C23-C4-C=C-C(-[O:1])-C-2-O-c2:c(-O):c:c:c(:c:2-3)-C-C-4-1_0_1_0,1,2279
2279,[c:1]-[O:4]-[c:3]:[n:2]>>O-[c:1].[n:2]:[c:3]=[O:4]_0100_0000_0000,1,2280
2280,[C:1]-[C:3]=[C:2]>>O=[C:1].C=[C:2]-[C:3]-Cl_-1-11_000_000,1,2281
2281,[n:1]>>C-C(-C)-C-C-[n:1]_-1_0_0,1,2282
2282,[N:1]-[C:4](-[N:2])=[O:3]>>[N:1].[N:2].C-C-N1-C-C-[O:3]-[C:4]-C-1_1102_0000_0000,1,2283
2283,[C:1]>>[C:1]-O-c1:c:c:c:c:c:1_-1_0_0,1,2284
2284,[C:1]-[C:3]=[O:2]>>C-N-C-C-N-[C:1].C-[O:2]-[C:3]=O_000_000_000,1,2285
2285,[N:1]-[C:3]=[S:2]>>[N:1].O-C(=O)-C-[S:2]-[C:3]=S_100_000_000,1,2286
2286,[N:1]=[C:2]>>O=[N+](-[O-])-[N:1]-[C:2]_01_00_00,1,2287
2287,[N:1]-[C:2]=[O:3]>>[N:1]-C-c1:c:c:c:c:c:1.O=[C:2]-[O:3]-N1-C(=O)-C-C-C-1=O_000_000_000,1,2288
2288,[C:1]=[O:2]>>C=C-[C:1]-[O:2]_01_00_00,1,2289
2289,[n:2].[n:1]-[C:3]>>[n:1].[n:2].[C:3]-n1:n:n:c2:c:c:c:c:c:2:1_010_000_000,1,2290
2290,[C:1]-[N:2]-[C:4]=[O:3]>>[C:1]#[N:2].C-C(=O)-[O:3]-[C:4]_-2-102_0000_0000,1,2291
2291,[O:1]>>O=C(-[O:1])-c1:c:c:c:c:c:1-[N+](=O)-[O-]_-1_0_0,1,2292
2292,[C:1]>>C-C-O-[C:1]-O-C-C_-2_0_0,1,2293
2293,[C:4].[c:1]-[C:3]#[C:2]>>I-[c:1].[C:2]-[C:3]-O-[C:4]_022-1_0000_0000,1,2294
2294,[O:1].[S:2]-[C:3]>>[O:1].[S:2].C-O-[C:3]_-110_-100_000,1,2295
2295,[N:1]>>C-C(-C)-[N:1]-C(=O)-[O-]_-2_0_0,1,2296
2296,[Cl:1]>>C-O-P(-[Cl:1])-N(-C(-C)-C)-C(-C)-C_-1_0_0,1,2297
2297,[O:1]>>O=C(-[O:1])-O-c1:c:c:c:c:c:1_-1_0_0,1,2298
2298,[N:1]-[C:3]=[O:2]>>C-C(-C)-[N:1].C-C-[O:2]-[C:3]=O_000_000_000,1,2299
2299,[O:1].[C:2]-[C:3]>>[O:1].[C:2].Br-[C:3]-C(-C)(-C)-C_-11-1_-100_000,1,2300
2300,[c:1]-[C:3]=[C:2]>>Br-[c:1].N#[C:2]-[C:3]_0-22_000_000,1,2301
2301,[C:1]-[C:3]=[O:2]>>O-S(=O)(=O)-[C:1].C-C(-C)(-C)-[O:2]-[C:3]=O_000_000_000,1,2302
2302,[C:1]-[C:3]=[C:2]>>C-C-O-[C:1].C-C-O-[C:2](=O)-[C:3]_0-22_000_000,1,2303
2303,[n:1].[n:2].[N:3]=[C:4]>>[n:1].[n:2].[N:3].O=[C:4]_-1130_0010_0000,1,2304
2304,[C:2]-[O:3]-[c:1]>>Cl-[c:1].Cl-C1-C(-Cl)=C-N(-c2:c:c:c:c:c:2)-N-[C:2]-1=[O:3]_0-30_000_000,1,2305
2305,[C:2]-[O:3]-[c:1]>>F-C(-F)(-F)-[c:1].Br-c1:c:c:c(-[C:2](=[O:3])-c2:c:c(-[N+](=O)-[O-]):c:c:c:2-C):c(-Cl):c:1_0-30_000_000,1,2306
2306,[O:1].[N:2]-[C:3]>>[O:1].[N:2].Br-[C:3]_-100_-1-10_000,1,2307
2307,[O:1]>>C-O-C1(-C(-[O:1])(-c2:c:c:c:c:c:2)-c2:c:c:c:c:c:2)-C-C=C-C=C-1_-1_0_0,1,2308
2308,[O:2].[C:1]-[c:3]>>[C:1]-[O:2].C-N(-C)-C-C-C-C1(-[c:3])-O-C-c2:c:c(-C#N):c:c:c:2-1_0-10_000_000,1,2309
2309,[C:1]=[O:2]>>O-C(=O)-[C:1]-[O:2]_01_00_00,1,2310
2310,[O:1]=[C:2]>>C-C-S-[O:1]-[C:2]=O_0-1_00_00,1,2311
2311,[c:1]-[P:3]=[O:2]>>Cl-C-[c:1].C-C-[O:2]-[P:3]_000_000_000,1,2312
2312,[N:1]>>O-C(-C-[N:1])-C-O-c1:c:c:c(-c2:c:c3:c(:o:2)-C-C-C-C-3):c:c:1_-1_0_0,1,2313
2313,[O:1]>>C=C-S(=O)(=O)-[O:1]_-1_0_0,1,2314
2314,[N:3].[C:1].[O:4]=[C:2]-[O:5]>>[C:1]-[C:2](-[N:3])-[O:4].O-C1(-[NH2+]-C2(-[O:5])-C-C-2)-C-C-1_-10-210_00-100_00000,1,2315
2315,[C:2]-[O:3]-[c:1]>>[c:1].C-C-O-[C:2](=[O:3])-C(=C-C=[N+](-C)-C)-N(-C)-C_1-30_000_000,1,2316
2316,[N:1].[C:2]-[O:3]>>[N:1].Cl-[C:2].C1-C-C-[O:3]-C-1_10-1_100_000,1,2317
2317,[O:1]>>[O-]-C(=[O:1])-c1:c:c:c:c:c:1_-1_1_0,1,2318
2318,[C:1]-[C:3]#[N:2]>>[C:1].C-C(-C)-[N:2]-[C:3](-C)-C_111_000_000,1,2319
2319,[C:1]-[C:2]=[O:3]>>[C:1].[C:2]-[O:3]-C-[P+](-c1:c:c:c:c:c:1)(-c1:c:c:c:c:c:1)-c1:c:c:c:c:c:1_120_000_000,1,2320
2320,[N:1]>>C-C(-C)-C(-[N:1])-N-C(=O)-O-C-C(-Cl)(-Cl)-Cl_-1_0_0,1,2321
2321,[N:1]>>O=C1-[N:1]-C(=O)-c2:c:c:c:c:c:2-1_-3_-1_0,1,2322
2322,[C:1]>>C-C-C-S-[C:1]_-1_0_0,1,2323
2323,[n:1].[n:2].[C:3]-[C:4]>>[n:1].[n:2].O-C-[C:3].C-C-C1(-C-[C:4])-O-C-C2(-C-O-1)-O-C-C-O-2_-1100_0000_0000,1,2324
2324,[O:1]=[C:2]-[Cl:3]>>C-C-[O:1]-[C:2]=O.Cl-C(=O)-C(=O)-[Cl:3]_000_000_000,1,2325
2325,[O:1].[O:2].[N:3]=[C:4]-[N:5]>>[O:1].[O:2].[N:3].C-S-[C:4]=[N:5]_1120-1_11000_00000,1,2326
2326,[N:1]-[C:2]=[O:3]>>Cl-C-C(=O)-[N:1].C-C1(-C)-O-C-[C:2]-[O:3]-1_010_000_000,1,2327
2327,[O:2].[C:1]-[O:3]>>[C:1]-[O:2].C-C(=O)-[O:3]_0-1-1_00-1_000,1,2328
2328,[C:1]=[C:2]>>C-S(=O)(=O)-O-C-[C:1]-[C:2]_01_00_00,1,2329
2329,[C:1]-[P:3]=[O:2]>>Br-[C:1].C-C-[O:2]-[P:3]_002_000_000,1,2330
2330,[N:1]-[C:3]=[O:2]>>[N:1].Cl-C(-[O:2]-[C:3]=O)-C(-Cl)(-Cl)-Cl_100_000_000,1,2331
2331,[O:1]=[C:2]-[O:3]>>C-C(-C-O)(-C-O)-C-[O:1]-[C:2]=[O:3]_00-1_000_000,1,2332
2332,[N:2].[O:1]=[C:3]-[N:4]>>[O:1].[N:2]-[C:3]=[N:4]_2-10-1_0000_0000,1,2333
2333,[O:1]>>C-C-C-C-C-C-C-C-[O:1]_-1_0_0,1,2334
2334,[c:1]>>C=C-[c:1]_-1_0_0,1,2335
2335,[C:1]#[C:2]>>N-C(-C-C1-C-C-C-C-C-1)-[C:1]=[C:2]_01_00_00,1,2336
2336,[c:1]-[C:2]=[C:3]>>Cl-[c:1].C-C-C-[Sn](-C-C-C)(-C=C)-[C:2]-[C:3]-C_010_000_000,1,2337
2337,[C:2]-[N:1]-[c:3]>>C-C(-C)-[Si](-O-[N:1]=[C:2]-[c:3])(-C(-C)-C)-C(-C)-C_-1-20_000_000,1,2338
2338,[N:1]>>O-C(=O)-C-C-C-[N:1]_-1_0_0,1,2339
2339,[N:1]-[C:2]=[O:3]>>[N:1].C-[C:2](-C)-[O:3]-C(=O)-n1:c:c(-C(=O)-C2-C-S-C(-c3:c:c:c:n:c:3)-N-2):c2:c:c:c:c:c:2:1_100_000_000,1,2340
2340,[C:1]-[C:3](=[O:2])-[O:4]>>[C:1].C-[O:2]-[C:3](=O)-[O:4]_100-1_000-1_0000,1,2341
2341,[n:2].[n:3].[S:1]-[C:4]>>[S:1].[n:2].[n:3].Cl-[C:4]_0-110_-1000_0000,1,2342
2342,[C:3]-[C:2](-[C:4])-[C:1]>>[C:1].O-[C:2](=O)-[C:3]-N-[C:4]_1-1-10_0000_0000,1,2343
2343,[n:1]:[n:2]>>C-O-c1:c:c:c(-C(-[n:1]:[n:2])(-c2:c:c:c(-O-C):c:c:2)-c2:c:c:c(-O-C):c:c:2):c:c:1_0-1_00_00,1,2344
2344,[O:2]=[C:1]-[C:3]>>O=[C:1]-[O:2]-C-c1:c:c:c:c:c:1.O-S(=O)(=O)-c1:c:c:c(-[C:3]):c:c:1_000_000_000,1,2345
2345,[C:1]-[C:3]#[N:2]>>Cl-[C:1].C-[N:2](-[C:3])-C-c1:c:c:c:c:c:1_003_000_000,1,2346
2346,[N:2]-[C:4](-[O:1])=[S:3]>>[O:1].[N:2].C-[S:3](=O)-[C:4]_1103_0000_0000,1,2347
2347,[C:1]>>C-C-O-C(=O)-[C:1]=O_-3_0_0,1,2348
2348,[C:1]=[O:2]>>O=S(=O)(-[O-])-[C:1]-[O:2]_01_00_00,1,2349
2349,[n:1].[Si:2]-[c:3]:[n:4]>>[n:1].Cl-[Si:2].[c:3]:[n:4]_-1011_0000_0000,1,2350
2350,[O:1]>>[O:1]-C-c1:c:c:c(-O-C-c2:c:c:c:c:c:2):c:c:1_-1_0_0,1,2351
2351,[n:1]>>F-C(-F)(-F)-C-[n:1]_-1_0_0,1,2352
2352,[C:1]>>C-C(-C)(-C)-S(=O)(=O)-[C:1]_-1_0_0,1,2353
