,Smiles_template,Smarts_template,edit_site,change_H
13711,CO>>C-[C;+0:1].Cl-C-[O;+0:2],[C;+0:1]-[O;+0:2]>>C-[C;+0:1].Cl-C-[O;+0:2],"[(1, 2)]","{1: 0, 2: 0}"
13712,C[SH]=O>>Br-[c;+0:1].C1-C-C-[O;+0:2]-C-1.[S;+0:3],[c;+0:1]-[S;+0:3]=[O;+0:2]>>Br-[c;+0:1].C1-C-C-[O;+0:2]-C-1.[S;+0:3],"[(1, 3), (2, 3)]","{1: 0, 3: 1, 2: 0}"
13713,O>>O-C(=O)-N1-C-C-O-C-C-1-C-[O;+0:1],[O;+0:1]>>O-C(=O)-N1-C-C-O-C-C-1-C-[O;+0:1],[1],{1: -1}
13714,CBr>>C-C(-C)(-C)-O-C(=O)-N(-[C;+0:1])-C(=O)-O-C(-C)(-C)-C.C-c1:c:c(-Cl):c:c:c:1-[Br;+0:2],[Br;+0:2]-[C;+0:1]>>C-C(-C)(-C)-O-C(=O)-N(-[C;+0:1])-C(=O)-O-C(-C)(-C)-C.C-c1:c:c(-Cl):c:c:c:1-[Br;+0:2],"[(1, 2)]","{1: 0, 2: 0}"
13715,O=S>>C-C(=[O;+0:1])-N(-C)-C.[S;+0:2],[O;+0:1]=[S;+0:2]>>C-C(=[O;+0:1])-N(-C)-C.[S;+0:2],"[(1, 2)]","{2: 0, 1: 0}"
13716,O=S>>C-C(=O)-O-C(-C)=[O;+0:1].[S;+0:2],[O;+0:1]=[S;+0:2]>>C-C(=O)-O-C(-C)=[O;+0:1].[S;+0:2],"[(1, 2)]","{1: 0, 2: 0}"
13717,CN>>C-c1:c:c:c(-[N;+0:1]):c2:c:1-S-C-C-C-2=O.[C;+0:2],[C;+0:2]-[N;+0:1]>>C-c1:c:c:c(-[N;+0:1]):c2:c:1-S-C-C-C-2=O.[C;+0:2],"[(2, 1)]","{2: 1, 1: 0}"
13718,C=CC>>C-[Si](-C)(-C)-[N-]-[Si](-C)(-C)-[C;+0:1].O=[C;+0:2]-[C;+0:3],[C;+0:3]=[C;+0:2]-[C;+0:1]>>C-[Si](-C)(-C)-[N-]-[Si](-C)(-C)-[C;+0:1].O=[C;+0:2]-[C;+0:3],"[(1, 2)]","{1: 0, 2: 0, 3: 1}"
13719,CNCCOCC(=O)O>>Cl-[C;+0:1].[O;+0:2]=[C;+0:3]1-[C;+0:4]-[O;+0:5]-[C;+0:6]-[C;+0:7]-[N;+0:8]-1.[O;-1:9],[C;+0:1]-[N;+0:8]-[C;+0:7]-[C;+0:6]-[O;+0:5]-[C;+0:4]-[C;+0:3](-[O;+0:2])=[O;+0:9]>>Cl-[C;+0:1].[O;+0:2]=[C;+0:3]1-[C;+0:4]-[O;+0:5]-[C;+0:6]-[C;+0:7]-[N;+0:8]-1.[O;-1:9],"[(1, 8), (3, 9)]","{7: 0, 8: 0, 1: 0, 6: 0, 5: 0, 4: 0, 3: 0, 2: -1, 9: 1}"
13720,CO>>[O;+0:1].[c;+0:2]-O-C-C-O-C-C-O-C-C-O-C1-C-C-C-C-O-1,[O;+0:1]-[c;+0:2]>>[O;+0:1].[c;+0:2]-O-C-C-O-C-C-O-C-C-O-C1-C-C-C-C-O-1,"[(2, 1)]","{1: 1, 2: 0}"
13721,CC=O>>Br-[C;+0:1].C1-C-C-[O;+0:2]-C-1.N#[C;+0:3],[C;+0:1]-[C;+0:3]=[O;+0:2]>>Br-[C;+0:1].C1-C-C-[O;+0:2]-C-1.N#[C;+0:3],"[(1, 3), (3, 2)]","{3: 0, 1: 0, 2: 0}"
13722,C[NH3+]>>Br-[c;+0:1].N-c1:n:c:c:c:c:1-[N;+1:2],[c;+0:1]-[N;+1:2]>>Br-[c;+0:1].N-c1:n:c:c:c:c:1-[N;+1:2],"[(1, 2)]","{1: 0, 2: 0}"
13723,CF>>C-C-O-C(=O)-C(-C)(-[F;+0:1])-C(=O)-O-C-C.[C;+0:2],[C;+0:2]-[F;+0:1]>>C-C-O-C(=O)-C(-C)(-[F;+0:1])-C(=O)-O-C-C.[C;+0:2],"[(2, 1)]","{2: 1, 1: 0}"
13724,C=N>>C-c1:c(-N=[C;+0:1]):c:c:c(-C#N):c:1-Cl.[N;+0:2],[C;+0:1]=[N;+0:2]>>C-c1:c(-N=[C;+0:1]):c:c:c(-C#N):c:1-Cl.[N;+0:2],"[(1, 2)]","{2: 2, 1: 0}"
13725,NC=O>>C-c1:c:c(-C(-C)(-C)-C):c(-[O;+0:1]):c(-C(-C)(-C)-C):c:1.[C;+0:2]#[N;+0:3],[N;+0:3]-[C;+0:2]=[O;+0:1]>>C-c1:c:c(-C(-C)(-C)-C):c(-[O;+0:1]):c(-C(-C)(-C)-C):c:1.[C;+0:2]#[N;+0:3],"[(2, 1)]","{2: 0, 3: -2, 1: 1}"
13726,CC=O>>O=[C;+0:1]-[O;+0:2].[C;+0:3]-[Cu],[O;+0:2]=[C;+0:1]-[C;+0:3]>>O=[C;+0:1]-[O;+0:2].[C;+0:3]-[Cu],"[(1, 3)]","{1: 0, 2: 1, 3: 0}"
13727,CBr>>Br-B(-Br)-[Br;+0:1].C-C-O-[C;+0:2],[Br;+0:1]-[C;+0:2]>>Br-B(-Br)-[Br;+0:1].C-C-O-[C;+0:2],"[(2, 1)]","{1: 0, 2: 0}"
13728,CC>>N#C-c1:c:c:c(-[C;+0:1]):c:c:1.N-[c;+0:2],[C;+0:1]-[c;+0:2]>>N#C-c1:c:c:c(-[C;+0:1]):c:c:1.N-[c;+0:2],"[(1, 2)]","{2: 0, 1: 0}"
13729,CC>>C-C-C(-C)(-C-N-[C;+0:1])-O-C(=O)-O-C.[C;+0:2],[C;+0:2]-[C;+0:1]>>C-C-C(-C)(-C-N-[C;+0:1])-O-C(=O)-O-C.[C;+0:2],"[(1, 2)]","{2: 1, 1: 0}"
13730,C=CC=C>>O=[C;+0:1].[C;+0:2]-[C;+0:3]=[C;+0:4],[C;+0:1]=[C;+0:4]-[C;+0:3]=[C;+0:2]>>O=[C;+0:1].[C;+0:2]-[C;+0:3]=[C;+0:4],"[(1, 4)]","{1: 0, 4: 1, 2: 1, 3: 0}"
13731,[NH]:C(:[NH])NCCCCC(=O)O>>C-C-[O;+0:1]-[C;+0:2](=[O;+0:3])-[C;+0:4]-[C;+0:5]-[C;+0:6]-[C;+0:7]-[N;+0:8]-[c;+0:9](:[n;+0:10]):[n;+0:11],[O;+0:1]=[C;+0:2](-[O;+0:3])-[C;+0:4]-[C;+0:5]-[C;+0:6]-[C;+0:7]-[N;+0:8]-[c;+0:9](:[n;+0:10]):[n;+0:11]>>C-C-[O;+0:1]-[C;+0:2](=[O;+0:3])-[C;+0:4]-[C;+0:5]-[C;+0:6]-[C;+0:7]-[N;+0:8]-[c;+0:9](:[n;+0:10]):[n;+0:11],"[(2, 1)]","{1: 0, 2: 0, 3: -1, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0, 10: -1, 11: 1}"
13732,S>>C-S-[S;+0:1],[S;+0:1]>>C-S-[S;+0:1],[1],{1: -1}
13733,CCN>>C-[C;+0:1](-Cl)-Cl.[N;+0:2].[c;+0:3],[N;+0:2]-[C;+0:1]-[c;+0:3]>>C-[C;+0:1](-Cl)-Cl.[N;+0:2].[c;+0:3],"[(1, 3), (1, 2)]","{3: 1, 1: -1, 2: 1}"
13734,OS.[NH2-]>>C-O-c1:c:c:c(-F):c:c:1-c1:c:c:c(-C(-C)-N-S(=O)(=[O;+0:1])-c2:c:c:c(-F):c(-F):c:2):c:c:1-C-C=C.Cl-[S;+0:2].[N;+0:3],[N;-1:3].[O;+0:1]-[S;+0:2]>>C-O-c1:c:c:c(-F):c:c:1-c1:c:c:c(-C(-C)-N-S(=O)(=[O;+0:1])-c2:c:c:c(-F):c(-F):c:2):c:c:1-C-C=C.Cl-[S;+0:2].[N;+0:3],"[(1, 2)]","{3: 1, 1: -1, 2: 0}"
13735,N>>C-C-C(-C)(-C)-C(=O)-[n;+0:1],[n;+0:1]>>C-C-C(-C)(-C)-C(=O)-[n;+0:1],[1],{1: -1}
13736,CO>>F-C(-F)(-F)-C(=O)-O-C(=[O;+0:1])-C(-F)(-F)-F.[c;+0:2],[O;+0:1]-[c;+0:2]>>F-C(-F)(-F)-C(=O)-O-C(=[O;+0:1])-C(-F)(-F)-F.[c;+0:2],"[(2, 1)]","{1: -1, 2: 1}"
13737,CN>>O-C-C-[N;+0:1]-C-C-O.O-[C;+0:2],[N;+0:1]-[C;+0:2]>>O-C-C-[N;+0:1]-C-C-O.O-[C;+0:2],"[(2, 1)]","{2: 0, 1: -1}"
13738,CCN>>[C;+0:1]-[Mg+].[C;+0:2]-[N;+1:3],[C;+0:1]-[C;+0:2]-[N;+0:3]>>[C;+0:1]-[Mg+].[C;+0:2]-[N;+1:3],"[(1, 2)]","{3: 1, 2: 1, 1: 0}"
13739,C=C>>C=C-[C;+0:1]-O.[C;+0:2],[C;+0:1]=[C;+0:2]>>C=C-[C;+0:1]-O.[C;+0:2],"[(1, 2)]","{2: 2, 1: 0}"
13740,CC=CO>>C-C-O-[C;+0:1](-[C;+0:2])=[O;+0:3].[C;+0:4],[C;+0:4]-[C;+0:2]=[C;+0:1]-[O;+0:3]>>C-C-O-[C;+0:1](-[C;+0:2])=[O;+0:3].[C;+0:4],"[(2, 4)]","{4: 1, 2: 2, 1: -1, 3: -1}"
13741,CC=O>>C-C(-C)-S(=O)(=O)-N-[C;+0:1].C-[C;+0:2].[O;-1:3],[C;+0:1]-[C;+0:2]=[O;+0:3]>>C-C(-C)-S(=O)(=O)-N-[C;+0:1].C-[C;+0:2].[O;-1:3],"[(1, 2), (2, 3)]","{1: 0, 2: 2, 3: 1}"
13742,C#N>>Br-[C;+0:1].[N;+0:2]#C-[Na],[C;+0:1]#[N;+0:2]>>Br-[C;+0:1].[N;+0:2]#C-[Na],"[(1, 2)]","{1: 2, 2: 0}"
13743,C#N>>C-C-O-[C;+0:1]=O.O=C-[N;+0:2],[C;+0:1]#[N;+0:2]>>C-C-O-[C;+0:1]=O.O=C-[N;+0:2],"[(1, 2)]","{1: 0, 2: 2}"
13744,CC>>Cl-C(=O)-[C;+0:1](-Cl)=O.O=[C;+0:2],[C;+0:2]-[C;+0:1]>>Cl-C(=O)-[C;+0:1](-Cl)=O.O=[C;+0:2],"[(1, 2)]","{2: -1, 1: -3}"
13745,OCCO>>O=C-[O;+0:1].[C;+0:2]1-[C;+0:3]-[O;+0:4]-1,[O;+0:1]-[C;+0:2]-[C;+0:3]-[O;+0:4]>>O=C-[O;+0:1].[C;+0:2]1-[C;+0:3]-[O;+0:4]-1,"[4, (2, 1)]","{1: 0, 2: 0, 3: 0, 4: -1}"
13746,C[NH3+]>>[C;+0:1].[n;+1:2],[C;+0:1]-[n;+1:2]>>[C;+0:1].[n;+1:2],"[(1, 2)]","{1: 1, 2: 1}"
13747,C=CC[PH3+].[Br-]>>O-[C;+0:1]-[C;+0:2]=[C;+0:3].[Br;+0:4].[P;+0:5],[Br;-1:4].[C;+0:1]=[C;+0:2]-[C;+0:3]-[P;+1:5]>>O-[C;+0:1]-[C;+0:2]=[C;+0:3].[Br;+0:4].[P;+0:5],"[(3, 5)]","{4: 1, 1: 0, 2: 0, 3: 0, 5: 0}"
13748,NCCCO>>[C;+0:1]1-[C;+0:2]-[C;+0:3]-[O;+0:4]-1.[n;+0:5],[O;+0:4]-[C;+0:1]-[C;+0:2]-[C;+0:3]-[n;+0:5]>>[C;+0:1]1-[C;+0:2]-[C;+0:3]-[O;+0:4]-1.[n;+0:5],"[4, (3, 5)]","{1: 0, 4: -1, 2: 0, 3: 0, 5: 1}"
13749,CC>>C-c1:n:c(-N):s:c:1-c1:c:c:c(-S(-C)(=O)=O):c(-[C;+0:1]):c:1.F-[c;+0:2],[C;+0:1]-[c;+0:2]>>C-c1:n:c(-N):s:c:1-c1:c:c:c(-S(-C)(=O)=O):c(-[C;+0:1]):c:1.F-[c;+0:2],"[(1, 2)]","{2: 0, 1: 0}"
13750,CCOC>>C-C-C-[C;+0:1]-[Li].[C;+0:2]=[O;+0:3].[c;+0:4],[C;+0:1]-[O;+0:3]-[C;+0:2]-[c;+0:4]>>C-C-C-[C;+0:1]-[Li].[C;+0:2]=[O;+0:3].[c;+0:4],"[(2, 4), (1, 3)]","{4: 1, 2: 0, 3: 0, 1: -1}"
13751,CCCCCCCCO>>C-C-O-C(=O)-[C;+0:1]-[C;+0:2]-[C;+0:3]-[C;+0:4]-[C;+0:5]-[C;+0:6]-[C;+0:7]-[C;+0:8]-[O;-1:9],[C;+0:1]-[C;+0:2]-[C;+0:3]-[C;+0:4]-[C;+0:5]-[C;+0:6]-[C;+0:7]-[C;+0:8]-[O;+0:9]>>C-C-O-C(=O)-[C;+0:1]-[C;+0:2]-[C;+0:3]-[C;+0:4]-[C;+0:5]-[C;+0:6]-[C;+0:7]-[C;+0:8]-[O;-1:9],[1],"{1: -1, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: -1}"
13752,C=O>>C-O-C(=O)-C-C-C(-C)=[C;+0:1].C-[O;+0:2],[C;+0:1]=[O;+0:2]>>C-O-C(=O)-C-C-C(-C)=[C;+0:1].C-[O;+0:2],"[(1, 2)]","{1: 0, 2: 1}"
13753,[Cl-].[OH-]>>Cl-C(=O)-C(=O)-[Cl;+0:1].[O;+0:2],[Cl;-1:1].[O;-1:2]>>Cl-C(=O)-C(=O)-[Cl;+0:1].[O;+0:2],[1],"{1: 0, 2: 1}"
13754,CCl>>O-[C;+0:1].O=C(-[Cl;+0:2])-c1:c:c:c:c:c:1,[C;+0:1]-[Cl;+0:2]>>O-[C;+0:1].O=C(-[Cl;+0:2])-c1:c:c:c:c:c:1,"[(1, 2)]","{2: 0, 1: 0}"
13755,NC=O>>C-C(-C)-[N;+0:1].O=[C;+0:2]-[O;+0:3],[N;+0:1]-[C;+0:2]=[O;+0:3]>>C-C(-C)-[N;+0:1].O=[C;+0:2]-[O;+0:3],"[(2, 1)]","{2: 0, 3: 1, 1: 0}"
13756,CF>>C-O-[C;+0:1].[F;+0:2],[C;+0:1]-[F;+0:2]>>C-O-[C;+0:1].[F;+0:2],"[(1, 2)]","{1: 0, 2: 1}"
13757,NCN>>[C;+0:1]=[N;+0:2].[N-]=[N+]=[N;+0:3],[N;+0:2]-[C;+0:1]-[N;+0:3]>>[C;+0:1]=[N;+0:2].[N-]=[N+]=[N;+0:3],"[(1, 3)]","{3: -1, 1: 0, 2: -1}"
13758,C=O>>C=[O;+0:1].N-C(=O)-N-N=[C;+0:2],[C;+0:2]=[O;+0:1]>>C=[O;+0:1].N-C(=O)-N-N=[C;+0:2],"[(2, 1)]","{2: 0, 1: 0}"
13759,CNCO>>C-O-[C;+0:1]-[O;+0:2]-[C;+0:3].[N;+0:4],[O;+0:2]-[C;+0:1]-[N;+0:4]-[C;+0:3]>>C-O-[C;+0:1]-[O;+0:2]-[C;+0:3].[N;+0:4],"[2, (1, 4), (3, 4)]","{1: 0, 2: -1, 4: 2, 3: 0}"
13760,CN>>N-C(=O)-C(-C-C1-C-C-1)-N-[C;+0:1].[N;+0:2],[C;+0:1]-[N;+0:2]>>N-C(=O)-C(-C-C1-C-C-1)-N-[C;+0:1].[N;+0:2],"[(1, 2)]","{1: 0, 2: 1}"
13761,CN>>Cl-[C;+0:1].O=S(=O)(-[n;+0:2])-c1:c:c:c:c:c:1,[C;+0:1]-[n;+0:2]>>Cl-[C;+0:1].O=S(=O)(-[n;+0:2])-c1:c:c:c:c:c:1,"[(1, 2)]","{2: 0, 1: 0}"
13762,C=O>>[C;+0:1]=[N+]1-C-C-C-C-1.[O;+0:2],[C;+0:1]=[O;+0:2]>>[C;+0:1]=[N+]1-C-C-C-C-1.[O;+0:2],"[(1, 2)]","{1: 0, 2: 2}"
13763,O[CH]:[CH]CO>>[C;+0:1]1-[O;+0:2]-C(-c2:c:c:c:c:c:2)-[O;+0:3]-[c;+0:4]:[c;+0:5]-1,[O;+0:2]-[C;+0:1]-[c;+0:5]:[c;+0:4]-[O;+0:3]>>[C;+0:1]1-[O;+0:2]-C(-c2:c:c:c:c:c:2)-[O;+0:3]-[c;+0:4]:[c;+0:5]-1,"[3, 2]","{4: 0, 3: -1, 5: 0, 1: 0, 2: -1}"
13764,OS>>C-C(=O)-O-C-[S;+0:1]=[O;+0:2],[O;+0:2]-[S;+0:1]>>C-C(=O)-O-C-[S;+0:1]=[O;+0:2],"[(2, 1)]","{1: 0, 2: -1}"
13765,NC=O>>C-[C;+0:1]-[O;+0:2]-P(-O)-O-C(-C)-C.[N;+0:3],[N;+0:3]-[C;+0:1]=[O;+0:2]>>C-[C;+0:1]-[O;+0:2]-P(-O)-O-C(-C)-C.[N;+0:3],"[(1, 3)]","{1: 1, 2: 0, 3: 1}"
13766,CCl>>C=C(-C-Cl)-C-[Cl;+0:1].[C;+0:2]-P1-C2-C-C-C-C-1-C-C-C-2,[C;+0:2]-[Cl;+0:1]>>C=C(-C-Cl)-C-[Cl;+0:1].[C;+0:2]-P1-C2-C-C-C-C-1-C-C-C-2,"[(2, 1)]","{2: 0, 1: 0}"
13767,CC>>Br-[C;+0:1].S-[c;+0:2],[C;+0:1]-[c;+0:2]>>Br-[C;+0:1].S-[c;+0:2],"[(1, 2)]","{2: 0, 1: 0}"
13768,CCl>>N-c1:c:c:c(-[Cl;+0:1]):c(-C(-O)=O):c:1.O-[C;+0:2],[C;+0:2]-[Cl;+0:1]>>N-c1:c:c:c(-[Cl;+0:1]):c(-C(-O)=O):c:1.O-[C;+0:2],"[(2, 1)]","{1: 0, 2: 0}"
13769,O=P>>O=[P;+0:1]-[O;+0:2],[P;+0:1]=[O;+0:2]>>O=[P;+0:1]-[O;+0:2],"[(2, 1)]","{1: -1, 2: 1}"
13770,CO>>Cl-[c;+0:1].O=C(-[O-])-[O;-1:2],[O;+0:2]-[c;+0:1]>>Cl-[c;+0:1].O=C(-[O-])-[O;-1:2],"[(1, 2)]","{1: 0, 2: -1}"
13771,C=C>>[C;+0:1]-[C;+0:2]-n1:c:n:c:n:1,[C;+0:1]=[C;+0:2]>>[C;+0:1]-[C;+0:2]-n1:c:n:c:n:1,"[(1, 2)]","{2: 0, 1: 1}"
13772,CC>>[C;+0:1]-c1:c:c2:c3:c:c:c:c:c:3:c:c:c:2:c2:c:c:c:c:c:1:2.[c;+0:2],[C;+0:1]-[c;+0:2]>>[C;+0:1]-c1:c:c2:c3:c:c:c:c:c:3:c:c:c:2:c2:c:c:c:c:c:1:2.[c;+0:2],"[(1, 2)]","{2: 1, 1: 0}"
13773,CN>>Br-[C;+0:1].C-[N;+0:2](-C)-C=O,[C;+0:1]-[N;+0:2]>>Br-[C;+0:1].C-[N;+0:2](-C)-C=O,"[(1, 2)]","{1: 0, 2: -2}"
13774,CO>>C-[O;-1:1].C-c1:c:c:c(-S(=O)(=O)-[O-]):c(-[c;+0:2]):c:1,[O;+0:1]-[c;+0:2]>>C-[O;-1:1].C-c1:c:c:c(-S(=O)(=O)-[O-]):c(-[c;+0:2]):c:1,"[(2, 1)]","{2: 0, 1: -1}"
13775,N>>F-[n;+1:1],[n;+0:1]>>F-[n;+1:1],[1],{1: 0}
13776,OCCO>>O-C(-C-C(=O)-[O-])(-C-C(=O)-[O-])-[C;+0:1]-[O;-1:2].[C;+0:3]=[O;+0:4],[O;+0:4]-[C;+0:3]-[C;+0:1]-[O;+0:2]>>O-C(-C-C(=O)-[O-])(-C-C(=O)-[O-])-[C;+0:1]-[O;-1:2].[C;+0:3]=[O;+0:4],"[(1, 3)]","{1: 0, 2: -1, 3: 0, 4: -1}"
13777,CCO>>O-C-C-C-[O;+0:1]-C-C-C-C-c1:c:c:c:c:c:1.[C;+0:2]=[C;+0:3],[O;+0:1]-[C;+0:3]-[C;+0:2]>>O-C-C-C-[O;+0:1]-C-C-C-C-c1:c:c:c:c:c:1.[C;+0:2]=[C;+0:3],"[(3, 1)]","{2: -1, 3: 0, 1: -1}"
13778,CS>>C-S-[S;+0:1].I-[c;+0:2],[S;+0:1]-[c;+0:2]>>C-S-[S;+0:1].I-[c;+0:2],"[(2, 1)]","{2: 0, 1: 0}"
13779,C1=CN=NC1>>[C;+0:1]#[C;+0:2].[C;+0:3]=[N;+1:4]=[N;-1:5],[C;+0:1]1=[C;+0:2]-[C;+0:3]-[N;+0:4]=[N;+0:5]-1>>[C;+0:1]#[C;+0:2].[C;+0:3]=[N;+1:4]=[N;-1:5],"[(2, 3), (1, 5)]","{3: 0, 4: 0, 5: 0, 1: 0, 2: 0}"
13780,CN>>O-[C;+0:1].O=[N+](-[O-])-c1:c:c:c(-S(=O)(=O)-[N;+0:2]):c(-[N+](=O)-[O-]):c:1,[C;+0:1]-[N;+0:2]>>O-[C;+0:1].O=[N+](-[O-])-c1:c:c:c(-S(=O)(=O)-[N;+0:2]):c(-[N+](=O)-[O-]):c:1,"[(1, 2)]","{2: 0, 1: 0}"
13781,CN>>C-C1-C-N(-[C;+0:1])-C-C-c2:c:c:c(-Cl):c(-Cl):c:2-1.[N;+0:2],[C;+0:1]-[N;+0:2]>>C-C1-C-N(-[C;+0:1])-C-C-c2:c:c:c(-Cl):c(-Cl):c:2-1.[N;+0:2],"[(1, 2)]","{2: 1, 1: 0}"
13782,C=C(C)N>>Cl-[C;+0:1](=[C;+0:2])-[C;+0:3].[N;+0:4],[C;+0:2]-[C;+0:1](=[C;+0:3])-[N;+0:4]>>Cl-[C;+0:1](=[C;+0:2])-[C;+0:3].[N;+0:4],"[(1, 4)]","{4: 1, 1: 0, 2: -1, 3: 1}"
13783,CC>>Br-[c;+0:1].O=S(=O)(-[C;+0:2])-c1:c:c:c:c:c:1,[C;+0:2]-[c;+0:1]>>Br-[c;+0:1].O=S(=O)(-[C;+0:2])-c1:c:c:c:c:c:1,"[(1, 2)]","{1: 0, 2: 0}"
13784,N=C(N)N>>C-C(-Cl)-[C;+0:1]-[N;+0:2]-c1:c(-C):c:c(-C):c:c:1-C.[N;+0:3].[N;+0:4],[N;+0:3]-[C;+0:1](-[N;+0:4])=[N;+0:2]>>C-C(-Cl)-[C;+0:1]-[N;+0:2]-c1:c(-C):c:c(-C):c:c:1-C.[N;+0:3].[N;+0:4],"[(1, 3), (1, 4)]","{3: 1, 4: 1, 1: 2, 2: 0}"
13785,NCO>>C-C-O-[C;+0:1]-Cl.[N;+0:2].[O;+0:3],[N;+0:2]-[C;+0:1]-[O;+0:3]>>C-C-O-[C;+0:1]-Cl.[N;+0:2].[O;+0:3],"[(1, 2), (1, 3)]","{2: 1, 3: 1, 1: 0}"
13786,CC>>Cl-C-C-C-[C;+0:1].O-[C;+0:2],[C;+0:1]-[C;+0:2]>>Cl-C-C-C-[C;+0:1].O-[C;+0:2],"[(1, 2)]","{1: 0, 2: 0}"
13787,CBr>>C-O-[c;+0:1].Cl-C(-Cl)(-Cl)-C-C1(-c2:c:c:c(-[Br;+0:2]):c:c:2)-C-O-1,[Br;+0:2]-[c;+0:1]>>C-O-[c;+0:1].Cl-C(-Cl)(-Cl)-C-C1(-c2:c:c:c(-[Br;+0:2]):c:c:2)-C-O-1,"[(1, 2)]","{1: 0, 2: 0}"
13788,O=[Sn]>>C-C(=O)-O-[Sn;+0:1]-[O;+0:2]-C(-C)=O,[O;+0:2]=[Sn;+0:1]>>C-C(=O)-O-[Sn;+0:1]-[O;+0:2]-C(-C)=O,"[(2, 1)]","{1: 0, 2: 0}"
13789,NN>>O=S1(=O)-N-C-C-[N;+0:1]-1-C-c1:c:c:c:c:c:1.[N;+0:2],[N;+0:2]-[N;+0:1]>>O=S1(=O)-N-C-C-[N;+0:1]-1-C-c1:c:c:c:c:c:1.[N;+0:2],"[(1, 2)]","{2: 1, 1: -2}"
13790,CO>>C-O-c1:c:c:c(-[O;+0:1]):c(-C=O):c:1.F-[c;+0:2],[O;+0:1]-[c;+0:2]>>C-O-c1:c:c:c(-[O;+0:1]):c(-C=O):c:1.F-[c;+0:2],"[(2, 1)]","{2: 0, 1: 0}"
13791,CCCCO>>[C;+0:1]1-[C;+0:2]-[C;+0:3]-[C;+0:4]-1.[O;+0:5],[C;+0:1]-[C;+0:4]-[C;+0:3]-[C;+0:2]-[O;+0:5]>>[C;+0:1]1-[C;+0:2]-[C;+0:3]-[C;+0:4]-1.[O;+0:5],"[1, (2, 5)]","{1: -1, 4: 0, 3: 0, 2: 0, 5: 1}"
13792,NCCCSO>>[C;+0:1]1-[C;+0:2]-[C;+0:3]-[O;+0:4]-[S;+0:5]-1.[N;+0:6],[O;+0:4]-[S;+0:5]-[C;+0:1]-[C;+0:2]-[C;+0:3]-[N;+0:6]>>[C;+0:1]1-[C;+0:2]-[C;+0:3]-[O;+0:4]-[S;+0:5]-1.[N;+0:6],"[4, (3, 6)]","{1: 0, 2: 0, 3: 0, 6: 1, 5: 0, 4: -1}"
13793,S>>C-[Si](-C)(-C)-C-C-[S;+0:1],[S;+0:1]>>C-[Si](-C)(-C)-C-C-[S;+0:1],[1],{1: -1}
13794,CO>>Br-c1:c:n:n(-C-C-[O;+0:1]):c:1.[C;+0:2],[C;+0:2]-[O;+0:1]>>Br-c1:c:n:n(-C-C-[O;+0:1]):c:1.[C;+0:2],"[(2, 1)]","{2: 1, 1: 0}"
13795,CC>>C-C1(-C-O)-C-c2:c(-O-c3:c:c:c(-S(-C)(=O)=O):c:c:3):c:c(-C(=O)-O-[C;+0:1](-C)(-C)-C):c:c:2-O-1.[C;+0:2],[C;+0:2]-[C;+0:1]>>C-C1(-C-O)-C-c2:c(-O-c3:c:c:c(-S(-C)(=O)=O):c:c:3):c:c(-C(=O)-O-[C;+0:1](-C)(-C)-C):c:c:2-O-1.[C;+0:2],"[(1, 2)]","{2: 1, 1: -3}"
13796,NCCC(=O)O>>[O;+0:1]=[C;+0:2]1-[C;+0:3]-[C;+0:4]-[O;+0:5]-1.[n;+0:6],[O;+0:5]=[C;+0:2](-[O;+0:1])-[C;+0:3]-[C;+0:4]-[n;+0:6]>>[O;+0:1]=[C;+0:2]1-[C;+0:3]-[C;+0:4]-[O;+0:5]-1.[n;+0:6],"[(4, 6)]","{6: 1, 4: 0, 3: 0, 2: 0, 5: 0, 1: -1}"
13797,C=CC>>C-C-C-C-C(-C-C-C-C)=C(-[SnH3])-[C;+0:1]-[C;+0:2]-C-C.F-C(-F)(-F)-S(=O)(=O)-O-[c;+0:3],[C;+0:2]=[C;+0:1]-[c;+0:3]>>C-C-C-C-C(-C-C-C-C)=C(-[SnH3])-[C;+0:1]-[C;+0:2]-C-C.F-C(-F)(-F)-S(=O)(=O)-O-[c;+0:3],"[(1, 3)]","{3: 0, 1: 1, 2: 0}"
13798,CC=O>>C-C(-C)(-C)-[O;+0:1]-[C;+0:2]=O.O=C(-[O-])-[c;+0:3],[O;+0:1]=[C;+0:2]-[c;+0:3]>>C-C(-C)(-C)-[O;+0:1]-[C;+0:2]=O.O=C(-[O-])-[c;+0:3],"[(2, 3)]","{1: 0, 2: 0, 3: 0}"
13799,N[CH]:C:[CH]Br>>N#[N+]-[c;+0:1]:[c;+0:2]:[c;+0:3]-[N;-1:4].[Br;-1:5],[N;+0:4]-[c;+0:3]:[c;+0:2]:[c;+0:1]-[Br;+0:5]>>N#[N+]-[c;+0:1]:[c;+0:2]:[c;+0:3]-[N;-1:4].[Br;-1:5],"[(1, 5)]","{1: 0, 5: 0, 2: 0, 3: 0, 4: -1}"
13800,CCN>>C-S-[C;+0:1]=[C;+0:2].[N;+0:3],[C;+0:2]-[C;+0:1]-[N;+0:3]>>C-S-[C;+0:1]=[C;+0:2].[N;+0:3],"[(1, 3)]","{3: 1, 1: -1, 2: -1}"
