,Template,Frequency,Class
11136,[N;+0:1]-[O;+0:2]>>C-C-O-C(=O)-C-C-[N;+0:1].[O;+0:2],1,11137
11137,[C;+0:1]-[O;+0:3]-[C;+0:2]-[O;+0:4]>>O-[C;+0:1].[C;+0:2]=[O;+0:3].[O;-1:4],1,11138
11138,[Cl;+0:1]-[c;+0:2]>>C-C-O-c1:c:c:c(-N-c2:n:c(-[Cl;+0:1]):n:c(-N-c3:c:c:c(-O-C):c(-Cl):c:3):n:2):c:c:1-Cl.[c;+0:2]-N-C1-C-C-C-C-C-C-1,1,11139
11139,[C;+0:1]=[O;+0:2]>>Br-[C;+0:1]-Br.C1-C-[O;+0:2]-C-C-O-1,1,11140
11140,[C;+0:2]-[S;+0:1]>>C-C(=O)-[S;+0:1].I-[C;+0:2],1,11141
11141,[N;+0:2]-[c;+0:1]>>F-[c;+0:1].F-c1:c:c(-[N;+0:2]):c(-C(=O)-N-c2:c:c:c3:c:n:[nH]:c:3:c:2):c:c:1-[N+](=O)-[O-],1,11142
11142,[N;+0:1]-[C;+0:2]=[O;+0:3]>>C-O-C(=O)-c1:c:c(-C):c:c(-C(=O)-[N;+0:1]):c:1.O=[C;+0:2]-[O;+0:3],1,11143
11143,[C;+0:1]-[C;+0:2]>>Br-[C;+0:1](-Br)-Br.O-[C;+0:2],1,11144
11144,[C;+0:1]-[c;+0:2]:[n;+0:3]:[c;+0:4]:[n;+0:5]:[c;+0:6]:[n;+0:7]>>O-[C;+0:1].[c;+0:2]:[n;+0:3]:[c;+0:4]:[n;+0:5]:[c;+0:6]:[n;+0:7],1,11145
11145,[c;+0:12]-[C;+0:4]-[C;+0:5]-[C;+0:6]-[C;+0:7]-[C;+0:8]-[C;+0:9]-[C;+0:10]-[C;+0:11]-[C;+0:1]-[C;+0:2]-[O;+0:3]>>[C;+0:1]1-[C;+0:2]-[O;+0:3]-[C;+0:4]-[C;+0:5]-[C;+0:6]-[C;+0:7]-[C;+0:8]-[C;+0:9]-[C;+0:10]-[C;+0:11]-1.[c;+0:12],1,11146
11146,[O;+0:2]-[S;+0:1]>>Cl-[S;+0:1].O=C(-[O;+0:2])-c1:c:c:c:c:c:1,1,11147
11147,[C;+0:2]-[C;+0:1].[Cl;+0:3]>>C-C(-C)(-C)-O-[C;+0:1]=O.[C;+0:2]-C-[Cl;+0:3],1,11148
11148,[Cl;+0:1]-[C;+0:2]-[O;+0:3]>>Cl-C-C-[Cl;+0:1].O=[C;+0:2].[O;-1:3],1,11149
11149,[C;+0:1]-[N;+0:4]-[C;+0:3]-[S;+0:2]>>C-C-O-[C;+0:1].[S;+0:2].O=[C;+0:3].[N;+1:4],1,11150
11150,[Br;+0:6]-[C;+0:4]-[C;+0:3]-[C;+0:2]-[C;+0:1](-[O;+0:7])=[O;+0:5]>>O=[C;+0:1]1-[C;+0:2]-[C;+0:3]-[C;+0:4]-[O;+0:5]-1.[Br;+0:6].[O;+0:7],1,11151
11151,[C;+0:3]-[C;+0:2]=[C;+0:1]>>C-C-O-P(=O)(-O-C-C)-[C;+0:1]-[C;+0:2]=[C;+0:3],1,11152
11152,[n;+0:3]:[n;+1:2]:[c;+0:1]-[N;+0:4]>>Cl-[c;+0:1]:[n;+0:2]:[n;+1:3].[N;+0:4],1,11153
11153,[O;+0:1]-[C;+0:5]-[C;+0:4]-[N;+0:3]-[C;+0:2]>>C-N-C-C-[O;+0:1].N1=[C;+0:2]-[N;+0:3]-[C;+0:4]-[C;+0:5]-1,1,11154
11154,[C;+0:2]-[C;+0:1]>>C-C-C-C-C-[C;+0:1](-O)=O.[C;+0:2],1,11155
11155,[O;+0:1]-[C;+0:2]>>C-[O;-1:1].[C;+0:2],1,11156
11156,[N;+0:2]-[S;+0:1]>>Cl-c1:n:c:c:c(-C=C(-O)-c2:c:c:c:c(-N-[S;+0:1]):c:2):n:1.[N;+0:2],1,11157
11157,[B;+0:2]-[c;+0:1]>>Br-[c;+0:1].Cl-c1:c:c:c2:o:c(-N-c3:c:c:c(-[B;+0:2]):c:c:3):n:c:2:c:1,1,11158
11158,[C;+0:1]-[n;+0:6]:[c;+0:5]-[c;+0:3](:[n;+0:2]):[n;+0:4]>>C-O-S(=O)(=O)-O-[C;+0:1].[n;+0:2]:[c;+0:3](:[n;+0:4])-[c;+0:5]:[n;+0:6],1,11159
11159,[C;+0:2]-[N;+0:1]>>C-C-C-O-c1:c:c(-C-[N;+0:1]):c:c:c:1-O-C.O=[C;+0:2],1,11160
11160,[C;+0:1]-[C;+0:3]-[C;+0:4]-[O;+0:2]>>[C;+0:1].[O;-1:2].[C;+0:3]=[C;+0:4],1,11161
11161,[C;+0:2]-[N;+0:1]>>C-C(-C)(-C)-O-C(=O)-N-C-C(=O)-[N;+0:1].Cl-[C;+0:2],1,11162
11162,[C;+0:2]=[C;+0:1]-[C;+0:3]-[N;+0:4]>>Br-C-[C;+0:1]1-[C;+0:2]-[C;+0:3]-1.[N;+0:4],1,11163
11163,[S;+0:2]-[N;+0:1]-[c;+0:3]>>C-C-[N;+0:1](-C-C)-C-C.Cl-[S;+0:2].[c;+0:3],1,11164
11164,[C;+0:1]-[n;+0:2]:[n;+0:3]>>O-S(=O)(=O)-[C;+0:1].[n;+0:2]:[n;+0:3],1,11165
11165,[C;+0:1]-[N;+0:2]>>O-S(=O)(=O)-C-[C;+0:1].[N;-1:2],1,11166
11166,[S;+0:1]-[O;+0:2]-[c;+0:3]:[c;+0:4]:[c;+0:5]:[c;+0:6]-[c;+0:7](:[n;+0:8]):[n;+0:9]>>O-[S;+0:1].[O;+0:2]-[c;+0:3]:[c;+0:4]:[c;+0:5]:[c;+0:6]-[c;+0:7](:[n;+0:8]):[n;+0:9],1,11167
11167,[N;+0:1]-[c;+0:2]>>C-N(-[N;+0:1])-S(-C)(=O)=O.N-[c;+0:2],1,11168
11168,[N;+0:9]-[C;+0:1]-[c;+0:2]:[c;+0:3]:[c;+0:4]:[c;+0:5]-[c;+0:6](:[n;+0:7]):[n;+0:8]>>O-[C;+0:1]-[c;+0:2]:[c;+0:3]:[c;+0:4]:[c;+0:5]-[c;+0:6](:[n;+0:7]):[n;+0:8].[N;+0:9],1,11169
11169,[C;+0:1]-[O;+0:2]>>C-C12-C-C-C3-C(-C-C=C4-C-C(-O)-C-C-C-3-4-C-O-[C;+0:1])-C-1-C-C-C-2-O.C-[Si](-C)(-C)-[O;+0:2],1,11170
11170,[C;+0:1]-[Cl;+0:2]>>[C;+0:1].[O-]-[Cl2;+2:2](-[O-])-[O-],1,11171
11171,[N;+0:3]=[C;+0:1]-[N;+0:2]>>C-c1:c:c:c(-S(=O)(=O)-[C;+0:1]=[N;+0:2]):c:c:1.[N;+0:3],1,11172
11172,[O;+0:10]-[C;+0:9]-[C;+0:8]-[C;+0:7]-[c;+0:6]:[c;+0:5]:[c;+0:4]:[c;+0:3]-[C;+0:2]-[C;+0:1]-[O;+0:11]>>Br-[C;+0:1]-[C;+0:2]-[c;+0:3]:[c;+0:4]:[c;+0:5]:[c;+0:6]-[C;+0:7]-[C;+0:8]-[C;+0:9]-[O;-1:10].[O;-1:11],1,11173
11173,[C;+0:1]-[C;+0:2]=[O;+0:3]>>C-[Sn](-C)(-C)-[C;+0:1].O=[C;+0:2]-[O;+0:3],1,11174
11174,[C;+0:1]-[I;+0:2]>>F-C(-F)(-F)-S(=O)(=O)-O-[C;+0:1].[I;-1:2],1,11175
11175,[C;+0:1]-[O;+0:2]>>O-[C;+0:1]-c1:c:c:c:c:c:1.[O;+0:2],1,11176
11176,[N;+0:3]-[C;+0:1]-[N;+0:2]>>F-C(-F)(-F)-[C;+0:1]-O.[N;+0:2].[N;+0:3],1,11177
11177,[C;+0:1]-[Si;+0:2]>>C-[Si](-C)(-C)-O-[Si](-C)(-C)-C-C-C-C-C-C-[C;+0:1].[Si;+0:2],1,11178
11178,[C;+0:2]-[C;+0:1]>>C-S(=O)(=O)-[C;+0:1].[C;+0:2]-[O-],1,11179
11179,[C;+0:1]-[S;+0:2]-[c;+0:3]>>C-N(-C)-[C;+0:1](-Cl)=[S;+0:2].O-[c;+0:3],1,11180
11180,[C;+0:1]=[N;+0:2]>>O=C1-O-[C;+0:1]-[N;+0:2]-C-1=O,1,11181
11181,[O;+0:1]-[C;+0:2]>>C1-C-[O;+0:1]-C-C-O-1.[C;+0:2]-N-c1:c:c:c:c:c:1,1,11182
11182,[Br;+0:2]-[C;+0:1]>>Cl-[C;+0:1].F-C(-F)(-F)-C(=O)-N-c1:c:c:c(-C#C-C-C-C-[Br;+0:2]):c:c:1,1,11183
11183,[C;+0:1]=[C;+0:2]>>O=C1-O-[C;+0:1]-[C;+0:2]-1,1,11184
11184,[C;+0:1]-[n;+0:2]>>C-[C;+0:1]-I.[n;+0:2],1,11185
11185,[C;+0:1]-[O;+0:2]>>O-S(=O)(=O)-C-[C;+0:1].[O;-1:2],1,11186
11186,[O;+0:3]=[C;+0:2]-[O;+0:1]>>C1-C-O-C(-C-c2:c:c:c:c:c:2)-[O;+0:1]-C-1.[C;+0:2]-[O;+0:3],1,11187
11187,[Cl;+0:1]-[c;+0:2]>>O-C-C-C-N-C-c1:c:c:c(-[Cl;+0:1]):c:c:1.[c;+0:2],1,11188
11188,[O;+0:2]-[C;+0:1]-[O;+0:3]>>N-[C;+0:1]-N.O-P(-O)(=O)-[O;+0:2].[O;+0:3],1,11189
11189,[C;+0:1]-[C;+0:2]>>N-[C;+0:1].[C;+0:2],1,11190
11190,[C;+0:2]-[c;+0:1]>>Cl-C(=O)-[c;+0:1].[C;+0:2]-O-c1:c:c:c:c:c:1,1,11191
11191,[N;+0:1]-[C;+0:2]=[O;+0:3]>>O-c1:c:c:c(-[N;+0:1]):c:c:1.O=[C;+0:2]-[O;-1:3],1,11192
11192,[C;+0:1]-[N;+0:3]-[Si;+0:2]>>Cl-[C;+0:1].Cl-[Si;+0:2].[N;+0:3],1,11193
11193,[Cl;+0:1].[N;+0:2]=[C;+0:3]-[N;+0:4]>>[Cl;-1:1].[N;+0:2]-[C;+0:3]=[N;+0:4],1,11194
11194,[C;+0:1]-[O;+0:3]-[C;+0:2]>>O-[C;+0:1].[C;+0:2]-O-C1-C-C-C-C-O-1.[O;+0:3],1,11195
11195,[O;+0:2]-[C;+0:3]-[C;+0:4]-[O;+0:1]>>C-[N+]1(-[O;-1:1])-C-C-O-C-C-1.C-[O;+0:2].[C;+0:3]=[C;+0:4],1,11196
11196,[N;+0:2]-[C;+0:1]=[N;+0:3]>>C-O-[C;+0:1]=[N;+0:2].[N;+1:3],1,11197
11197,[C;+0:1]-[O;+0:3]-[C;+0:2]>>Cl-[C;+0:1].O-C-[C;+0:2].[O;+0:3],1,11198
11198,[C;+0:2]-[C;+0:3]-[C;+0:1]>>Br-[C;+0:1].C-C(=O)-[C;+0:2].O=[C;+0:3],1,11199
11199,[C;+0:1]-[N;+0:3]-[c;+0:2]>>[C;+0:1]-N(-[c;+0:2])-c1:c:c:c:c(-c2:n:c:c:o:2):c:1.[N;+0:3],1,11200
11200,[C;+0:1]-[c;+0:2]>>C-[C;+0:1](-C)(-C)-[O-].Cl-[c;+0:2],1,11201
11201,[N;+0:2]-[C;+0:3](-[N;+0:4])=[O;+0:1]>>O-C(=O)-C(-N-C(-c1:c:c:c:c:c:1)(-c1:c:c:c:c:c:1)-c1:c:c:c:c:c:1)-C1(-C-c2:c:c:c:c:c:2)-N-C(-C(=[O;+0:1])-O-C-c2:c:c:c:c:c:2)-C2(-C-C-N-C-C-2)-S-1.[N;+0:2]=[C;+0:3]=[N;+0:4],1,11202
11202,[O;+0:1]=[C;+0:3]-[C;+0:2]>>C-[O;+0:1].[C;+0:2]=[C;+0:3],1,11203
11203,[n;+0:14]:[n;+0:13]:[c;+0:12]:[c;+0:11]-[C;+0:10]-[N;+0:9]-[C;+0:8]-[C;+0:7]-[C;+0:6]-[C;+0:5]-[N;+0:4]-[C;+0:1]-[C;+0:2]-[O;+0:3]>>[C;+0:1]1-[C;+0:2]-[O;+0:3]-1.[N;+0:4]-[C;+0:5]-[C;+0:6]-[C;+0:7]-[C;+0:8]-[N;+0:9]-[C;+0:10]-[c;+0:11]:[c;+0:12]:[n;+0:13]:[n;+0:14],1,11204
11204,[Br;+0:1].[C;+0:2]-[P;+0:3]>>[Br;+0:1]-[C;+0:2].[P;+0:3],1,11205
11205,[c;+0:1]-[O;+0:2]>>C-c1:c:c:c:n:c:1-C-O-[c;+0:1].[O;+0:2],1,11206
11206,[C;+0:1]-[S;+0:2]>>Cl-[C;+0:1].[S;+0:2]-S-c1:n:c2:c:c:c:c:c:2:s:1,1,11207
11207,[c;+0:1]-[c;+0:2]>>Br-[c;+0:1].N#C-c1:c:c:c2:n:c(-c3:c:c:c(-[c;+0:2]):o:3):c:n:2:c:1,1,11208
11208,[C;+0:2]#[C;+0:1]>>C-O-P(=O)(-O-C)-[C;+0:1]=[N+]=[N-].O=[C;+0:2],1,11209
11209,[C;+0:1]-[n;+0:2]:[c;+0:3]:[n;+1:4]>>C-[O+](-C)-[C;+0:1].[n;+0:2]:[c;+0:3]:[n;+0:4],1,11210
11210,[Cl;+0:1]-[n;+0:2]>>Cl-P(-Cl)(=O)-[Cl;+0:1].O-[n;+0:2],1,11211
11211,[C;+0:1]-[N;+0:3]-[C;+0:2]-[N;+0:4]>>C-C(-C)(-C)-O-[C;+0:1].O=[C;+0:2].[N;+0:3].[N;+0:4],1,11212
11212,[N;+0:3]-[C;+0:2]=[O;+0:1]>>C-c1:c:c:c:c(-[O;+0:1]-[C;+0:2]=O):c:1.[N;+0:3],1,11213
11213,[C;+0:2]-[C;+0:1]-[O;+0:3]>>N#[C;+0:1].O=[C;+0:2](-[O-])-[O-].[O;+0:3],1,11214
11214,[C;+0:1]-[N;+0:2]>>[C;+0:1]-N-c1:c:c:c:c(-c2:c:c:c:c:n:2):c:1.[N;+0:2],1,11215
11215,[O;+0:2]-[C;+0:1]=[O;+0:3]>>C-C-N-[C;+0:1]=[O;+0:2].[O;-1:3],1,11216
11216,[I;-1:1].[Mg;+1:3]-[c;+0:2]>>[I;+0:1]-[c;+0:2].[Mg;+0:3],1,11217
11217,[O;+0:5]-[S;+0:6]-[C;+0:1]-[C;+0:2]-[C;+0:3]-[C;+0:4]-[N;+0:7]>>[C;+0:1]1-[C;+0:2]-[C;+0:3]-[C;+0:4]-[O;+0:5]-[S;+0:6]-1.[N;+0:7],1,11218
11218,[C;+0:1]-[O;+0:2]>>C-O-c1:c:c:c(-C-O-[C;+0:1]):c:c:1.[O;+0:2],1,11219
11219,[S;+0:1]-[c;+0:2]>>[S;+0:1]-c1:c:c:c(-O-C2-C-C-O-C-C-2):c:c:1.[c;+0:2],1,11220
11220,[C;+0:2]=[S;+0:1]>>C-O-c1:c:c:c(-P(=S)=[S;+0:1]):c:c:1.O=[C;+0:2],1,11221
11221,[N;+0:2]-[C;+0:1]-[c;+0:3]>>C1-C-O-[C;+0:1]-C-N-1.[N;+0:2].[c;+0:3],1,11222
11222,[O;+0:1]=[S;+0:3]=[O;+0:2]>>C-[O;+0:1].[O;-1:2].[S;+0:3],1,11223
11223,[O;+0:1]-[C;+0:2]=[O;+0:3]>>[O;+0:1]=[C;+0:2]-S-C-c1:c:c:c:c:c:1.[O;-1:3],1,11224
11224,[O;+0:1]-[C;+0:3]-[C;+0:2]-[O;+0:4]>>O-[O;+0:1].[C;+0:2]=[C;+0:3].[O;+0:4],1,11225
11225,[C;+0:1]-[C;+0:2]>>O=[C;+0:1]=O.[C;+0:2],1,11226
11226,[Br;+0:1]-[C;+0:2]>>Br-P(-Br)-[Br;+0:1].C-C-[C;+0:2]-O,1,11227
11227,[N;+0:3]-[C;+0:2]=[O;+0:1]>>C-C-[O;+0:1]-[C;+0:2]=O.Cl-c1:c:c:c(-[N;+0:3]):c:c:1-Cl,1,11228
11228,[C;+0:1]=[C;+0:2]>>C-C-C-[C;+0:1]-[Li].O-[C;+0:2],1,11229
11229,[C;+0:1]-[N;+0:2]-[N;+0:3]>>[C;+0:1]-[Mg+].[N;+0:2]=[N;+0:3],1,11230
11230,[N;+0:1]-[C;+0:2]=[O;+0:3]>>C-O-c1:c:c:c2:c(:c:1)-C-C-C(-[N;+0:1])-C-2=O.O=[C;+0:2]-[O;+0:3],1,11231
11231,[O;+0:2]-[C;+0:1]-[c;+0:3]>>Cl-c1:c:c(-C-O):c:c(-Cl):c:1-[C;+0:1]=[O;+0:2].[c;+0:3],1,11232
11232,[C;+0:1]-[O;+0:3]-[C;+0:2]>>O-C-[C;+0:1].[C;+0:2]=[O;+0:3],1,11233
11233,[C;+0:1]-[O;+0:2]>>Br-[C;+0:1].O=C(-C-C(-[O-])=[O;+0:2])-O-C-C-C-c1:c:c:c:c:c:1,1,11234
11234,[C;+0:1]-[c;+0:2]>>C1-C-O-[C;+0:1]-C-1.I-[c;+0:2],1,11235
11235,[C;+0:1]1-[C;+0:3]-[C;+0:2]-[O;+0:4]-1>>I-[C;+0:1]-I.[C;+0:2]-[C;+0:3]=[O;+0:4],1,11236
11236,[N;+0:1]-[c;+0:2]>>C-O-C-C-O-C-C-[N;+0:1](-C-C-O-C-C-O-C)-C-C-O-C-C-O-C.Cl-[c;+0:2],1,11237
11237,[O;+0:1]-[C;+0:3]-[c;+0:2]>>C-C(-C)(-C)-[Si](-C)(-C)-[O;+0:1].[c;+0:2].O=[C;+0:3],1,11238
11238,[C;+0:4]-[C;+0:3]-[O;+0:2]-[C;+0:1](=[O;+0:7])-[C;+0:6]-[C;+0:5]>>C1-[C;+0:1]-[O;+0:2]-[C;+0:3]-[C;+0:4]-1.Cl-[C;+0:5].[C;+0:6].[O;+0:7],1,11239
11239,[C;+0:1]-[O;+0:2]>>C-N(-N=O)-[C;+0:1](-N)=O.[O;+0:2],1,11240
11240,[N;+0:2]-[C;+0:1]-[O;+0:3]>>C-[C;+0:1]=O.[N;+0:2].[O;+0:3],1,11241
11241,[N;+0:2]-[S;+0:1]-[c;+0:3]>>Cl-c1:c:c:c(-c2:c:c:c:c(-C-N(-C-c3:c:c:c(-F):c:c:3)-[S;+0:1]-c3:c:c(-C(=O)-N-C-c4:c:c:c:c:c:4):c:c(-Cl):c:3-O):c:2):c:c:1.[N;+0:2].[c;+0:3],1,11242
11242,[c;+0:1]-[C;+0:3]-[C;+0:2]>>S-[c;+0:1].[C;+0:2]=[C;+0:3],1,11243
11243,[P;+0:1]-[O;+0:2]>>O-[P;+0:1]=[O;+0:2],1,11244
11244,[C;+0:2]-[c;+0:1]>>Br-[c;+0:1].C-c1:c:c:c(-C-C(=O)-O-[C;+0:2]):c(-F):c:1-O-c1:c:c(-Cl):c:c(-C#N):c:1,1,11245
11245,[N;+0:2]=[C;+0:1](-[N;+0:3])-[O;+0:4]>>Br-C-C(=O)-c1:c:c:c(-[C;+0:1]#[N;+0:2]):c:c:1.[N;+0:3].[O;+0:4],1,11246
11246,[Pb3;+3:2]-[c;+0:1]>>O-B(-O)-[c;+0:1].[Pb4;+4:2],1,11247
11247,[O;+0:1]=[S;+0:2]>>[O;+0:1]=C(-c1:c:c:c:c:c:1)-c1:c:c:c:c:c:1.[S;+0:2],1,11248
11248,[N;+0:1]-[C;+0:2]>>C-C-C-C-[N;+0:1].Cl-[C;+0:2],1,11249
11249,[C;+0:1]=[N;+0:2]-[O;+0:3]>>O=[C;+0:1].[N;+1:2].[O;-1:3],1,11250
11250,[C;+0:1]-[C;+0:2]-[N;+0:3]>>C-C-O-C-[C;+0:1].[C;+0:2]=[N;+1:3],1,11251
11251,[C;+0:2]-[c;+0:1]>>Cl-[c;+0:1].O-C(=O)-C-N(-C-C-N(-C-C(-O)=O)-C-[C;+0:2](-O)=O)-C-C(-O)=O,1,11252
11252,[C;+0:1]-[O;+0:2]>>C1-C-O-[C;+0:1]-C-1.[O;-1:2],1,11253
11253,[C;+0:1]-[c;+0:2]>>N-C(=N)-c1:n:c:c:c:c:1-[C;+0:1].[c;+0:2],1,11254
11254,[Cl;+0:1]-[c;+0:2]:[n;+0:3]:[c;+0:4]:[n;+0:5]>>Cl-S(=O)-[Cl;+0:1].O=[c;+0:2]:[n;+0:3]:[c;+0:4]:[n;+0:5],1,11255
11255,[C;+0:2]#[N;+0:1]>>C-C(-C)-C-C-[N;+0:1]-[C;+0:2]=O,1,11256
11256,[c;+0:1]-[C;+0:6]-[C;+0:2]-[C;+0:3]-[C;+0:4]-[N;+0:5]>>Br-[Mg]-[c;+0:1].[C;+0:2]1-[C;+0:3]-[C;+0:4]-[N;+0:5]-[C;+0:6]-1,1,11257
11257,[C;+0:1]-[C;+0:2]>>C-O-[C;+0:1].C-[Zn]-[C;+0:2],1,11258
11258,[C;+0:2]-[I;+0:1]>>C-[Si](-C)(-C)-[I;+0:1].[C;+0:2]-O-C-c1:c:c:c:c:c:1,1,11259
11259,[N;+0:2]-[c;+0:1]>>C-C(=O)-O-[c;+0:1].[N;+0:2],1,11260
11260,[C;+0:1]=[O;+0:2]>>Br-[C;+0:1]-Br.C-C(=O)-[O;+0:2],1,11261
11261,[n;+0:4]:[c;+0:3]:[n;+0:2]:[c;+0:1]-[O;+0:5]>>O=[c;+0:1]:[n;+0:2]:[c;+0:3]:[n;+0:4].[O;+0:5],1,11262
11262,[C;+0:1]-[O;+0:2]>>C-[Si](-C)(-C)-[C;+0:1].[O;+0:2],1,11263
11263,[N;+0:1]-[C;+0:2]=[O;+0:3]>>Cl-[N;+0:1].O=[C;+0:2]-[O;+0:3],1,11264
11264,[c;+0:1]-[N;+0:3]-[C;+0:2]-[N;+0:4]>>O-[c;+0:1].[C;+0:2]=[N;-1:3].[N;+0:4],1,11265
11265,[C;+0:1]-[C;+0:2]>>[C;+0:1].[C;+0:2]-[n+]1:c:c:c:c:c:1,1,11266
11266,[N;+0:2]-[c;+0:1]>>C-S(=O)-[c;+0:1].O=[N;+1:2]-[O-],1,11267
11267,[C;+0:2]=[C;+0:1](-[N;+0:3])-[O;+0:4]>>C-C-N(-C(-C)-C)-[C;+0:1](-C)-[C;+0:2].[N;+0:3].[O;+0:4],1,11268
11268,[c;+0:1]-[I;+0:2]>>O=C-[c;+0:1].[I;-1:2],1,11269
11269,[I;+0:1]-[c;+0:2]>>C-S(=O)(=O)-O-C-C-c1:c:c:c:c(-[I;+0:1]):c:1.N-[c;+0:2],1,11270
11270,[C;+0:1]-[F;+0:2]>>F-C(-F)(-F)-S(=O)(=O)-O-[C;+0:1].[F;-1:2],1,11271
11271,[C;+0:2]-[C;+0:1]>>C-C-N(-C-C)-C-[C;+0:1].N#[C;+0:2],1,11272
11272,[C;+0:1]-[N;+0:2]>>O-[C;+0:1].O=[N+](-[O-])-c1:c:c:c(-S(=O)(=O)-[N;+0:2]):c:c:1,1,11273
11273,[C;+0:3]-[N;+0:1]=[C;+0:2]>>C-C(-C)(-[N;+0:1])-C-O.O=[C;+0:2].[C;+0:3],1,11274
11274,[C;+0:2]-[O;+0:1]>>C-C-[O;+0:1]-C(-C)=O.N-[C;+0:2],1,11275
11275,[C;+0:2]-[O;+0:1]>>O-C1-C-C(-n2:c:c:c(=O):[nH]:c:2=O)-O-C-1-C-[O;+0:1].[C;+0:2]-N=[N+]=[N-],1,11276
11276,[C;+0:1]=[O;+0:2]>>Br-[C;+0:1].C-C(=O)-[O;-1:2],1,11277
11277,[C;+0:2]=[C;+0:1]>>C-C-[C;+0:1](-C-C)-P(=O)(-[O-])-[O-].O=[C;+0:2],1,11278
11278,[C;+0:4]-[C;+0:3]-[O;+0:2]-[C;+0:1]-[C;+0:5]>>C1-[C;+0:1]-[O;+0:2]-[C;+0:3]-[C;+0:4]-1.[C;+0:5],1,11279
11279,[C;+0:1]-[N;+0:2]-[C;+0:3]-[c;+0:4](:[n;+0:5]):[n;+0:6]>>O-[C;+0:1].[N;+0:2]-[C;+0:3]-[c;+0:4](:[n;+0:5]):[n;+0:6],1,11280
11280,[O;+0:1]-[C;+0:3]-[C;+0:4]-[O;+0:5]-[c;+0:2]>>C1-C-O-C-C-O-C-C-[O;+0:1]-C-C-O-C-C-O-C-C-O-1.O-[c;+0:2].[C;+0:3]1-[C;+0:4]-[O;+0:5]-1,1,11281
11281,[C;+0:2]=[N;+0:1]>>C-C(-[N;+0:1]-[C;+0:2])-c1:c:c:c:c:c:1,1,11282
11282,[N;+0:2].[O;+0:1]=[C;+0:3]-[O;+0:4]>>O-S(=O)(=O)-[O;+0:1].[N;+0:2]-[C;+0:3]=[O;+0:4],1,11283
11283,[O;+0:1]-[C;+0:2]=[N;+0:3]>>C-[O;+0:1].O=[C;+0:2]-[N;+0:3],1,11284
11284,[C;+0:1]-[N;+0:2]>>N-C1-C-C-N(-[C;+0:1])-C-C-1.[N;+0:2],1,11285
11285,[C;+0:1]-[N;+0:3]-[C;+0:4](=[N;+0:5])-[S;+0:2]>>[C;+0:1]-[S;+0:2].[N;+0:3]-[C;+0:4]#[N;+0:5],1,11286
11286,[O;+0:2]-[C;+0:1]-[c;+0:3]>>C-[C;+0:1](-C)(-C)-[O;-1:2].[c;+0:3],1,11287
11287,[N;+0:2]-[c;+0:1]>>C-S(=O)(=O)-[c;+0:1].C-[N;+0:2](-C)-C=O,1,11288
11288,[c;+0:2]-[c;+0:1]>>Br-[c;+0:1].C-C1(-C)-C-B(-[c;+0:2])-C-C-1(-C)-C,1,11289
11289,[O;+0:2]-[c;+0:1]>>Cl-C(=O)-O-[c;+0:1].[O;+0:2],1,11290
11290,[C;+0:1]=[O;+0:2]>>C-C(=[C;+0:1])-C(-O)=O.O=[O+]-[O;-1:2],1,11291
11291,[C;+0:1]-[O;+0:2]>>C-O-C-C(-C-c1:c:c:c:c:c:1)-N-C(=O)-C(-C-C(=O)-O-[C;+0:1]-c1:c:c:c:c:c:1)-N-C(=O)-O-C(-C)(-C)-C.[O;+0:2],1,11292
11292,[Cl;+0:1]-[c;+0:2]>>C-C-O-C(=O)-c1:[nH]:c(-C):c(-[Cl;+0:1]):c:1.N-[c;+0:2],1,11293
11293,[C;+0:1]-[C;+0:2]-[O;+0:3]>>[C;+0:1].[C;+0:2](-c1:[nH]:c:c:n:1)-c1:[nH]:c:c:n:1.[O;+0:3],1,11294
11294,[C;+0:1]-[P;+0:2]>>C-C-P(=O)(-[C;+0:1])-C-C.[P;+0:2],1,11295
11295,[C;+0:1]=[C;+0:2]>>C-O-[C;+0:1]-O.[C;+0:2],1,11296
11296,[C;+0:2]-[N;+0:1]>>C-[Si](-C)(-C)-[N;+0:1]=C=O.[C;+0:2],1,11297
11297,[O;+0:2]-[c;+0:1]>>C-S-[c;+0:1].Cl-c1:c:c:c:c(-C(=O)-O-[O;+0:2]):c:1,1,11298
11298,[C;+0:1]-[O;+0:2]>>C-C-O-[C;+0:1]=O.[O;+0:2],1,11299
11299,[C;+0:2]-[N;+0:1]>>C-C-O-C(=O)-C-O-c1:c:c(-C):c(-S-c2:c:c:c(-C-[N;+0:1]):c:c:2-C):c:c:1-C.O=[C;+0:2],1,11300
11300,[O;+0:2]=[C;+0:1]-[c;+0:3]>>C-[C;+0:1](-C)-[O;+0:2].[c;+0:3],1,11301
11301,[N;+0:4]-[C;+0:3]-[C;+0:2]-[O;+0:1]>>Cl-c1:c:c:c:c(-C(=O)-O-[O;+0:1]):c:1.[C;+0:2]=[C;+0:3].[N;-1:4],1,11302
11302,[C;+0:3]-[C;+0:1]-[C;+0:2]-[n;+0:4]>>[C;+0:1]-[C;+0:2]-O-[C;+0:3].[n;+0:4],1,11303
11303,[C;+0:3]-[C;+0:2](=[C;+0:1])-[O;+0:4]>>O-[C;+0:1]-[C;+0:2]=[C;+0:3].[O;+0:4],1,11304
11304,[N;+0:1]-[N;+0:2]>>C-C#[N;+0:1].[N;+0:2],1,11305
